Group,Subgroup,Pathway
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-73779
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-73856
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-75955
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-76042
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-77075
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-2032785
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-2173793
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-350054
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-3700989
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-383280
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8853884
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8864260
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8878159
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8878166
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8878171
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8953750
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8986944
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9614085
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9634815
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-112382
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-113418
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-73776
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-75953
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-2173795
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-2173796
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-5628897
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-5633007
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-5633008
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6791312
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6796648
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8866904
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8866906
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8866907
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8866910
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8866911
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8869496
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941855
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941856
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941858
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8949275
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8951430
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8951671
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8951911
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8951936
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8952158
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939902
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941326
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941332
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941333
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8877330
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8931987
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8934593
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8935964
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8936459
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939236
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939242
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939243
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939245
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939246
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939247
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8939256
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9022692
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9022699
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9022702
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9022707
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9022927
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9614399
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9614657
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9615017
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9617629
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9617828
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9768759
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9768919
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804756
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804758
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804759
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804760
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6806003
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6803204
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6803205
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6803207
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6803211
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804114
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804115
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804116
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8940973
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-8941284
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9768777
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-9768778
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6811555
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804754
Gene expression (Transcription),RNA Polymerase II Transcription,R-HSA-6804757
Gene expression (Transcription),RNA Polymerase I Transcription,R-HSA-73864
Gene expression (Transcription),RNA Polymerase I Transcription,R-HSA-73854
Gene expression (Transcription),RNA Polymerase I Transcription,R-HSA-73863
Gene expression (Transcription),RNA Polymerase I Transcription,R-HSA-73728
Gene expression (Transcription),RNA Polymerase I Transcription,R-HSA-73762
Gene expression (Transcription),RNA Polymerase I Transcription,R-HSA-73772
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-74158
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-73780
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-73980
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-749476
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-76046
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-76061
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-76066
Gene expression (Transcription),RNA Polymerase III Transcription,R-HSA-76071
Gene expression (Transcription),Transcription from mitochondrial promoters,R-HSA-75944
Gene expression (Transcription),Transcription from mitochondrial promoters,R-HSA-163282
Gene expression (Transcription),Transcription from mitochondrial promoters,R-HSA-163316
Disease,Disease,R-HSA-1643685
Disease,Diseases of Immune System,R-HSA-5260271
Disease,Diseases of Immune System,R-HSA-5602358
Disease,Diseases of Immune System,R-HSA-5602410
Disease,Diseases of Immune System,R-HSA-5602415
Disease,Diseases of Immune System,R-HSA-5602498
Disease,Diseases of Immune System,R-HSA-5602566
Disease,Diseases of Immune System,R-HSA-5602571
Disease,Diseases of Immune System,R-HSA-5602636
Disease,Diseases of Immune System,R-HSA-5602680
Disease,Diseases of Immune System,R-HSA-5603027
Disease,Diseases of Immune System,R-HSA-5603029
Disease,Diseases of Immune System,R-HSA-5603037
Disease,Diseases of Immune System,R-HSA-5603041
Disease,Disorders of transmembrane transporters,R-HSA-5619115
Disease,Disorders of transmembrane transporters,R-HSA-5619084
Disease,Disorders of transmembrane transporters,R-HSA-5619102
Disease,Disorders of transmembrane transporters,R-HSA-5678420
Disease,Disorders of transmembrane transporters,R-HSA-5678520
Disease,Disorders of transmembrane transporters,R-HSA-5678771
Disease,Disorders of transmembrane transporters,R-HSA-5678895
Disease,Disorders of transmembrane transporters,R-HSA-5679001
Disease,Disorders of transmembrane transporters,R-HSA-5679090
Disease,Disorders of transmembrane transporters,R-HSA-5679096
Disease,Disorders of transmembrane transporters,R-HSA-5682113
Disease,Disorders of transmembrane transporters,R-HSA-5682294
Disease,Disorders of transmembrane transporters,R-HSA-5683177
Disease,Disorders of transmembrane transporters,R-HSA-5683329
Disease,Disorders of transmembrane transporters,R-HSA-5683371
Disease,Disorders of transmembrane transporters,R-HSA-5683678
Disease,Disorders of transmembrane transporters,R-HSA-5684045
Disease,Disorders of transmembrane transporters,R-HSA-5690338
Disease,Disorders of transmembrane transporters,R-HSA-3560792
Disease,Disorders of transmembrane transporters,R-HSA-5619035
Disease,Disorders of transmembrane transporters,R-HSA-5619036
Disease,Disorders of transmembrane transporters,R-HSA-5619037
Disease,Disorders of transmembrane transporters,R-HSA-5619039
Disease,Disorders of transmembrane transporters,R-HSA-5619040
Disease,Disorders of transmembrane transporters,R-HSA-5619041
Disease,Disorders of transmembrane transporters,R-HSA-5619042
Disease,Disorders of transmembrane transporters,R-HSA-5619043
Disease,Disorders of transmembrane transporters,R-HSA-5619044
Disease,Disorders of transmembrane transporters,R-HSA-5619045
Disease,Disorders of transmembrane transporters,R-HSA-5619046
Disease,Disorders of transmembrane transporters,R-HSA-5619047
Disease,Disorders of transmembrane transporters,R-HSA-5619048
Disease,Disorders of transmembrane transporters,R-HSA-5619049
Disease,Disorders of transmembrane transporters,R-HSA-5619050
Disease,Disorders of transmembrane transporters,R-HSA-5619052
Disease,Disorders of transmembrane transporters,R-HSA-5619053
Disease,Disorders of transmembrane transporters,R-HSA-5619054
Disease,Disorders of transmembrane transporters,R-HSA-5619055
Disease,Disorders of transmembrane transporters,R-HSA-5619056
Disease,Disorders of transmembrane transporters,R-HSA-5619058
Disease,Disorders of transmembrane transporters,R-HSA-5619060
Disease,Disorders of transmembrane transporters,R-HSA-5619061
Disease,Disorders of transmembrane transporters,R-HSA-5619062
Disease,Disorders of transmembrane transporters,R-HSA-5619063
Disease,Disorders of transmembrane transporters,R-HSA-5619066
Disease,Disorders of transmembrane transporters,R-HSA-5619067
Disease,Disorders of transmembrane transporters,R-HSA-5619068
Disease,Disorders of transmembrane transporters,R-HSA-5619070
Disease,Disorders of transmembrane transporters,R-HSA-5619071
Disease,Disorders of transmembrane transporters,R-HSA-5619072
Disease,Disorders of transmembrane transporters,R-HSA-5619073
Disease,Disorders of transmembrane transporters,R-HSA-5619076
Disease,Disorders of transmembrane transporters,R-HSA-5619077
Disease,Disorders of transmembrane transporters,R-HSA-5619078
Disease,Disorders of transmembrane transporters,R-HSA-5619079
Disease,Disorders of transmembrane transporters,R-HSA-5619081
Disease,Disorders of transmembrane transporters,R-HSA-5619083
Disease,Disorders of transmembrane transporters,R-HSA-5619085
Disease,Disorders of transmembrane transporters,R-HSA-5619087
Disease,Disorders of transmembrane transporters,R-HSA-5619088
Disease,Disorders of transmembrane transporters,R-HSA-5619089
Disease,Disorders of transmembrane transporters,R-HSA-5619092
Disease,Disorders of transmembrane transporters,R-HSA-5619094
Disease,Disorders of transmembrane transporters,R-HSA-5619095
Disease,Disorders of transmembrane transporters,R-HSA-5619096
Disease,Disorders of transmembrane transporters,R-HSA-5619097
Disease,Disorders of transmembrane transporters,R-HSA-5619098
Disease,Disorders of transmembrane transporters,R-HSA-5619099
Disease,Disorders of transmembrane transporters,R-HSA-5619101
Disease,Disorders of transmembrane transporters,R-HSA-5619104
Disease,Disorders of transmembrane transporters,R-HSA-5619107
Disease,Disorders of transmembrane transporters,R-HSA-5619108
Disease,Disorders of transmembrane transporters,R-HSA-5619109
Disease,Disorders of transmembrane transporters,R-HSA-5619110
Disease,Disorders of transmembrane transporters,R-HSA-5619111
Disease,Disorders of transmembrane transporters,R-HSA-5619113
Disease,Disorders of transmembrane transporters,R-HSA-5619114
Disease,Disorders of transmembrane transporters,R-HSA-5655799
Disease,Disorders of transmembrane transporters,R-HSA-5656364
Disease,Disorders of transmembrane transporters,R-HSA-5658208
Disease,Disorders of transmembrane transporters,R-HSA-5658471
Disease,Disorders of transmembrane transporters,R-HSA-5659729
Disease,Disorders of transmembrane transporters,R-HSA-5659735
Disease,Disorders of transmembrane transporters,R-HSA-5660686
Disease,Disorders of transmembrane transporters,R-HSA-5660724
Disease,Disorders of transmembrane transporters,R-HSA-5660862
Disease,Disorders of transmembrane transporters,R-HSA-5660883
Disease,Disorders of transmembrane transporters,R-HSA-5663020
Disease,Disorders of transmembrane transporters,R-HSA-9036092
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5663202
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1226099
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1227990
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1643713
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2219528
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2644603
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3304351
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-4791275
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5387390
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802957
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669938
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9671555
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9682385
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9700206
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5655253
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5655291
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5655302
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5655332
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9634285
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9664565
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665230
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665348
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665686
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665737
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5637812
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5637815
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5638302
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2219530
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5674400
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5674404
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2644602
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2644605
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2660825
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2691230
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2894858
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3304347
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3304349
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3642278
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3656534
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-4839735
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-4839743
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-4839744
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-4839748
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5339700
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5339716
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5339717
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5340573
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5340588
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5545619
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5362768
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5658034
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802946
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802948
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802949
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802952
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802953
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-6802955
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9652169
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9652817
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9656223
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9660537
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669921
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669933
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669935
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669937
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9670439
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9680187
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9673766
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9673767
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9673768
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9673770
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9674415
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9674428
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702506
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702509
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9703465
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9703648
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9706377
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9700645
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9700649
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9725370
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2644606
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2644607
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2660826
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2691232
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2894862
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3311021
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3304356
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3315487
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3642279
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3645790
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3656532
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-3656535
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5467340
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5467345
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5358747
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5358749
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5358751
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5358752
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5467333
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5467337
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5467343
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5467348
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5637810
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1236382
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-5638303
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839126
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839128
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839124
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2033514
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9649913
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9649948
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9726840
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9726842
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665233
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665244
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665245
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665246
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665247
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665249
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665250
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9665251
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669914
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669917
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669924
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669926
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669929
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669934
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9669936
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9674396
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9674401
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9674403
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9674404
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717264
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717301
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717316
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717319
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717323
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717326
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9717329
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702569
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702577
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702581
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702590
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702596
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702600
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702605
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702614
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702620
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702624
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702632
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702636
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702998
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9703009
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9702518
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9725371
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839117
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839120
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839122
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-8853336
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2023837
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2033519
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-8851708
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-8853333
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1839130
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-2033515
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-8853334
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9753510
Disease,Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-9753512
Disease,Infectious disease,R-HSA-5663205
Disease,Infectious disease,R-HSA-9824439
Disease,Infectious disease,R-HSA-9824443
Disease,Infectious disease,R-HSA-9824446
Disease,Infectious disease,R-HSA-5339562
Disease,Infectious disease,R-HSA-8876384
Disease,Infectious disease,R-HSA-9635486
Disease,Infectious disease,R-HSA-9658195
Disease,Infectious disease,R-HSA-162906
Disease,Infectious disease,R-HSA-168255
Disease,Infectious disease,R-HSA-9609646
Disease,Infectious disease,R-HSA-9679506
Disease,Infectious disease,R-HSA-162587
Disease,Infectious disease,R-HSA-162909
Disease,Infectious disease,R-HSA-168268
Disease,Infectious disease,R-HSA-168270
Disease,Infectious disease,R-HSA-168271
Disease,Infectious disease,R-HSA-168273
Disease,Infectious disease,R-HSA-168274
Disease,Infectious disease,R-HSA-168275
Disease,Infectious disease,R-HSA-168276
Disease,Infectious disease,R-HSA-168277
Disease,Infectious disease,R-HSA-168799
Disease,Infectious disease,R-HSA-5210891
Disease,Infectious disease,R-HSA-5336415
Disease,Infectious disease,R-HSA-8942233
Disease,Infectious disease,R-HSA-8875360
Disease,Infectious disease,R-HSA-8876493
Disease,Infectious disease,R-HSA-9609690
Disease,Infectious disease,R-HSA-9610379
Disease,Infectious disease,R-HSA-1222499
Disease,Infectious disease,R-HSA-9637628
Disease,Infectious disease,R-HSA-9637679
Disease,Infectious disease,R-HSA-9637690
Disease,Infectious disease,R-HSA-9639775
Disease,Infectious disease,R-HSA-9664407
Disease,Infectious disease,R-HSA-9664420
Disease,Infectious disease,R-HSA-9664424
Disease,Infectious disease,R-HSA-9664433
Disease,Infectious disease,R-HSA-9678108
Disease,Infectious disease,R-HSA-9679191
Disease,Infectious disease,R-HSA-9694516
Disease,Infectious disease,R-HSA-1222387
Disease,Infectious disease,R-HSA-1222449
Disease,Infectious disease,R-HSA-1222538
